source1_entity_id	candidate_entity_ids
S1-302536542	S2-446998933,S2-812146543,S2-792048005,S2-496090205,S2-586906337,S2-117655886,S2-636426908,S2-309142747,S2-178717847,S2-978885849,S2-727815106,S2-882619688,S2-770550996,S2-806262591,S2-47814642,S2-350723641,S2-258402714,S2-250632510,S2-102210864,S2-403901838,S3-252729037,S3-108303358,S3-216402538,S3-175489145,S3-979788154,S3-478913193,S3-644665380,S3-429797955,S3-746550474,S3-400812177,S3-221586001,S3-700545098,S3-98195526,S3-605853037,S3-101411968,S3-831124266,S3-144784336,S3-952944339,S3-846130607,S3-591353203
S1-457601305	S2-4655186,S2-690780498,S2-753593579,S2-866750595,S2-932064400,S2-636846612,S2-17847292,S2-404472895,S2-180929012,S2-802854591,S2-465694455,S2-93576451,S2-171791416,S2-103103555,S2-510635651,S2-168777752,S2-917853620,S2-193416733,S2-477615583,S2-38223276,S3-985302341,S3-947407143,S3-446548920,S3-796337435,S3-356665159,S3-485190739,S3-953032746,S3-806470054,S3-874394873,S3-519364668,S3-5939802,S3-722142910,S3-231750147,S3-392304335,S3-119722222,S3-174174429,S3-772766644,S3-279463536,S3-454563600,S3-341722334
S1-488635826	S2-429108578,S2-380367718,S2-193242233,S2-723103941,S2-907022103,S2-140827328,S2-77723575,S2-953069630,S2-204895581,S2-395671932,S2-364583201,S2-580567845,S2-407990681,S2-850645284,S2-824850781,S2-901291128,S2-787620952,S2-693297475,S2-355378370,S2-646910957,S3-925102179,S3-171973454,S3-406025286,S3-160961194,S3-585710641,S3-495716237,S3-366058287,S3-884176566,S3-575450230,S3-934847289,S3-211649020,S3-175307813,S3-906559955,S3-189311961,S3-571795687,S3-473271250,S3-28994427,S3-689534375,S3-589354515,S3-807113367
S1-349698918	S2-114389336,S2-45275563,S2-338536159,S2-133757154,S2-755856824,S2-309504379,S2-949639107,S2-910203728,S2-877961316,S2-171285984,S2-487888821,S2-69347424,S2-19147552,S2-722336377,S2-252225614,S2-763717864,S2-42087213,S2-892385689,S2-118317744,S2-717563623,S3-532313302,S3-239749502,S3-721411700,S3-703816399,S3-464450922,S3-36687551,S3-206078590,S3-837319529,S3-590610861,S3-686832342,S3-979084269,S3-85411520,S3-627348323,S3-804222653,S3-364667235,S3-209933867,S3-863813854,S3-626167604,S3-890982723,S3-333220739
S1-72706873	S2-841322632,S2-48608565,S2-728425809,S2-120730642,S2-195865989,S2-145829387,S2-728117099,S2-9449483,S2-147498899,S2-497030017,S2-631474846,S2-407051214,S2-625593837,S2-684684201,S2-13078428,S2-985931668,S2-4006116,S2-291276360,S2-376908579,S2-702774824,S3-192148621,S3-693720077,S3-325630150,S3-660671710,S3-313116269,S3-135547254,S3-428054373,S3-615985599,S3-450916330,S3-771656165,S3-679509441,S3-362975959,S3-635386084,S3-146959536,S3-933412010,S3-923520333,S3-790509781,S3-914617265,S3-319768723,S3-978687208
S1-78029452	S2-230263014,S2-818622557,S2-454437824,S2-963717016,S2-229523864,S2-702899119,S2-525364281,S2-272486048,S2-328497332,S2-91051514,S2-22634007,S2-227923467,S2-439706580,S2-44874165,S2-969257156,S2-914885746,S2-981340877,S2-119805620,S2-954208641,S2-165142857,S3-27486727,S3-470302601,S3-91155047,S3-710339284,S3-904976376,S3-629256241,S3-254957014,S3-845472315,S3-765689133,S3-574965345,S3-165498277,S3-873460948,S3-273033840,S3-621464905,S3-107775619,S3-394858338,S3-764860937,S3-684618391,S3-889832691,S3-814158876
S1-717385838	S2-815369018,S2-237238180,S2-913687598,S2-162931219,S2-23412536,S2-850097252,S2-840061901,S2-437683436,S2-954483216,S2-204857962,S2-430984136,S2-806174777,S2-558187051,S2-755866857,S2-599459831,S2-361850482,S2-478364454,S2-42340990,S2-92026283,S2-538908304,S3-699659035,S3-842136612,S3-239247619,S3-515547621,S3-328773467,S3-220411640,S3-117921845,S3-114352942,S3-187275334,S3-67585379,S3-641527656,S3-355460853,S3-764097014,S3-147592807,S3-220229787,S3-248604123,S3-763997042,S3-314224815,S3-214395723,S3-256262577
S1-11379912	S2-368448004,S2-742986381,S2-708947382,S2-558096826,S2-83473618,S2-260138348,S2-540208224,S2-62230511,S2-250653068,S2-828180242,S2-404854269,S2-868717995,S2-68703704,S2-508635628,S2-846582814,S2-236543353,S2-713064147,S2-456251773,S2-665281392,S2-249436133,S3-683422818,S3-101950796,S3-154196615,S3-299701671,S3-259527554,S3-774907944,S3-153421555,S3-948919391,S3-596746192,S3-982562785,S3-36935345,S3-220244171,S3-259868595,S3-541392451,S3-139726492,S3-742812273,S3-205000957,S3-827126035,S3-137209638,S3-379094706
S1-655700316	S2-429108578,S2-193242233,S2-380367718,S2-723103941,S2-953069630,S2-907022103,S2-204895581,S2-355378370,S2-718616529,S2-824850781,S2-901291128,S2-580567845,S2-661624901,S2-28080211,S2-326899624,S2-722246594,S2-646910957,S2-983744163,S2-103737875,S2-364583201,S3-925102179,S3-171973454,S3-319396762,S3-697555481,S3-406025286,S3-495716237,S3-160961194,S3-54938694,S3-575450230,S3-211649020,S3-189311961,S3-589354515,S3-689534375,S3-867770577,S3-473271250,S3-884176566,S3-906559955,S3-366058287,S3-585710641,S3-144245264
S1-484349079	S2-211278332,S2-609840648,S2-431624854,S2-959127577,S2-575819292,S2-495907675,S2-620546593,S2-405385278,S2-764146531,S2-204094544,S2-945692868,S2-816876304,S2-930348184,S2-362019249,S2-641798849,S2-849642755,S2-609835816,S2-874062666,S2-59980453,S2-886007943,S3-106213767,S3-138885616,S3-413739582,S3-212450898,S3-651793355,S3-656214240,S3-256642791,S3-630041178,S3-997964049,S3-119199552,S3-548107428,S3-532789569,S3-253707113,S3-902982681,S3-810946712,S3-607255421,S3-164498054,S3-117697560,S3-43628647,S3-526580837
S1-595486290	S2-827839153,S2-566886974,S2-579930082,S2-19896839,S2-65052195,S2-649326597,S2-695505175,S2-748673549,S2-941646355,S2-269248688,S2-490528058,S2-566204709,S2-305550866,S2-101313336,S2-441149101,S2-542854840,S2-46985856,S2-559216956,S2-215763896,S2-955015303,S3-469159671,S3-472094422,S3-683064127,S3-567619836,S3-612464081,S3-778572005,S3-199401204,S3-155547479,S3-144795237,S3-341813132,S3-354939845,S3-381119257,S3-363581716,S3-198561005,S3-484475986,S3-908403706,S3-876245652,S3-522766280,S3-40407022,S3-338933501
S1-889012090	S2-874274019,S2-38938004,S2-301712603,S2-930699643,S2-846662361,S2-251764468,S2-289333226,S2-986233492,S2-739791409,S2-802391597,S2-580586919,S2-758423237,S2-819219612,S2-95165315,S2-205897701,S2-936124307,S2-500871474,S2-439548518,S2-738140598,S2-816021837,S3-896748147,S3-643379143,S3-883139648,S3-803392872,S3-292257272,S3-670107060,S3-881417865,S3-960215486,S3-654259154,S3-900607467,S3-923008611,S3-380819181,S3-810454025,S3-363215471,S3-177982925,S3-805331888,S3-695738818,S3-181254214,S3-518802336,S3-682461332
S1-748500004	S2-488301506,S2-351515999,S2-162931219,S2-875516379,S2-912123455,S2-932262510,S2-934800069,S2-121950175,S2-185739091,S2-669668505,S2-400417494,S2-468258538,S2-319066355,S2-383487924,S2-190471476,S2-955196693,S2-92026283,S2-787548154,S2-878176855,S2-65000526,S3-166085379,S3-295534274,S3-814459801,S3-775585853,S3-873203183,S3-62229412,S3-392841333,S3-273501114,S3-862563956,S3-10168202,S3-693617736,S3-640862812,S3-345302284,S3-545123412,S3-168909872,S3-996839657,S3-338333687,S3-132465778,S3-753516532,S3-187275334
S1-587404171	S2-710659498,S2-485372755,S2-170890750,S2-662123931,S2-486865253,S2-188518804,S2-208492631,S2-27046600,S2-877056507,S2-936976424,S2-65616645,S2-580714536,S2-414932149,S2-254629165,S2-170941898,S2-469637199,S2-513266951,S2-626847771,S2-316275979,S2-21430856,S3-766508075,S3-344639428,S3-726715545,S3-459722947,S3-55402190,S3-597421035,S3-273101005,S3-788700547,S3-565794741,S3-608097412,S3-974009879,S3-569536511,S3-452865607,S3-249279540,S3-288299910,S3-75391523,S3-124046585,S3-702608612,S3-662963777,S3-768660371
S1-986604838	S2-453592051,S2-661977462,S2-797386251,S2-236202105,S2-336974053,S2-836691288,S2-837946438,S2-200860494,S2-576581132,S2-830900772,S2-615138949,S2-971092647,S2-621817204,S2-289239065,S2-997794025,S2-90546857,S2-7793752,S2-491851777,S2-624133172,S2-435712342,S3-357837770,S3-178150254,S3-200420688,S3-720539650,S3-629636592,S3-305758490,S3-413017480,S3-219041197,S3-295650302,S3-9010141,S3-601379705,S3-690597938,S3-728047690,S3-189214163,S3-528910502,S3-425739796,S3-891899299,S3-984916572,S3-679887350,S3-589625714
S1-766408899	S2-792175945,S2-600082969,S2-617587787,S2-422758057,S2-554379842,S2-680760002,S2-532827793,S2-745197573,S2-233306004,S2-873567298,S2-139633705,S2-807440663,S2-392587514,S2-383234170,S2-865145922,S2-254550880,S2-266834478,S2-929941625,S2-350491181,S2-410373631,S3-373380360,S3-940386896,S3-714054761,S3-363665863,S3-993545809,S3-214983663,S3-232783280,S3-139689845,S3-878758658,S3-623635836,S3-621019792,S3-230534960,S3-809227968,S3-7577437,S3-533215747,S3-111780978,S3-347560578,S3-204115708,S3-572852916,S3-701953372
S1-507163415	S2-48497346,S2-461995629,S2-917737785,S2-445428119,S2-658702082,S2-27031787,S2-407062451,S2-731994682,S2-260714852,S2-141040324,S2-904488496,S2-759672370,S2-209375436,S2-27785041,S2-397174275,S2-832882047,S2-917864353,S2-726916905,S2-173907089,S2-283614605,S3-378925714,S3-593147254,S3-932148808,S3-692048154,S3-789326708,S3-306751169,S3-847082646,S3-560618637,S3-176491922,S3-394318886,S3-254387909,S3-354431218,S3-35864775,S3-634668016,S3-357776667,S3-939898559,S3-859923915,S3-724904460,S3-477205161,S3-448776142
S1-873761236	S2-981156356,S2-668214358,S2-377392683,S2-620771668,S2-888564112,S2-992596201,S2-61862037,S2-517834381,S2-309409935,S2-739709248,S2-906517286,S2-797019461,S2-88977929,S2-186906745,S2-557517465,S2-402131518,S2-217753329,S2-452258239,S2-793481204,S2-498004245,S3-725846625,S3-574535488,S3-308083940,S3-686450431,S3-202853894,S3-132593088,S3-632923495,S3-32654056,S3-481390673,S3-519324158,S3-752657851,S3-716255218,S3-190335009,S3-912022905,S3-182017059,S3-646598880,S3-624773882,S3-572589447,S3-573314762,S3-37127314
S1-655802552	S2-282620816,S2-506332239,S2-564982752,S2-341041782,S2-938044779,S2-433577336,S2-879979286,S2-198830105,S2-162171093,S2-72146128,S2-615808911,S2-207921533,S2-797967182,S2-948843095,S2-924089151,S2-835978126,S2-604006110,S2-434787777,S2-381882964,S2-113404124,S3-886284228,S3-300740926,S3-86491747,S3-134024530,S3-530752238,S3-890799546,S3-249118227,S3-819857072,S3-821394542,S3-726523551,S3-167596621,S3-45031997,S3-158517817,S3-914850634,S3-772648438,S3-185241700,S3-53794323,S3-516280445,S3-688013575,S3-12314914
S1-327983313	S2-397848451,S2-403624819,S2-797344923,S2-223464639,S2-347173599,S2-761830769,S2-145584099,S2-307351456,S2-500149479,S2-297479784,S2-69810253,S2-907915171,S2-239724128,S2-270221388,S2-320903178,S2-573750985,S2-991803075,S2-644069382,S2-42374980,S2-468896058,S3-186730884,S3-112312803,S3-203221637,S3-956975292,S3-276143643,S3-916697848,S3-244150106,S3-531046809,S3-91507522,S3-267878152,S3-764398932,S3-609991030,S3-271884669,S3-191800305,S3-596400308,S3-574760491,S3-556524185,S3-186465328,S3-91029906,S3-457214407
S1-77383698	S2-184312863,S2-873367081,S2-336288921,S2-414109268,S2-689731037,S2-828909021,S2-12143053,S2-18373037,S2-139117757,S2-109570497,S2-540054133,S2-620795401,S2-755896296,S2-337075471,S2-70946994,S2-498847231,S2-933934765,S2-374086598,S2-98712145,S2-511809981,S3-509033058,S3-358249200,S3-739936444,S3-461733052,S3-1857324,S3-75257128,S3-242645790,S3-458002269,S3-65006793,S3-219360696,S3-268397330,S3-922355247,S3-182355122,S3-906192197,S3-981469366,S3-117180556,S3-310143925,S3-125015013,S3-33965539,S3-993631499
S1-273531258	S2-806661640,S2-499299724,S2-78934451,S2-846317662,S2-929911816,S2-107272647,S2-670795197,S2-606608228,S2-729915788,S2-834245029,S2-485280761,S2-571232685,S2-298794132,S2-350091995,S2-898271371,S2-420714339,S2-195823531,S2-313348476,S2-431660707,S2-107557903,S3-804274330,S3-903697944,S3-60157391,S3-16568631,S3-403964981,S3-371325224,S3-251109686,S3-158535190,S3-787296825,S3-394653957,S3-315221796,S3-345264778,S3-823344165,S3-169988073,S3-331891761,S3-238009287,S3-456739195,S3-159044280,S3-116934805,S3-706651983
S1-772535560	S2-512359935,S2-862426695,S2-627930224,S2-429797969,S2-36518115,S2-690205102,S2-100841346,S2-553869655,S2-411528886,S2-358238909,S2-991960572,S2-299811060,S2-394788364,S2-633185657,S2-110742572,S2-655350235,S2-434879418,S2-20378414,S2-750729076,S2-330246113,S3-89394172,S3-813090145,S3-70503834,S3-863909205,S3-504004722,S3-795448632,S3-387688245,S3-424851980,S3-10370506,S3-432938711,S3-821436266,S3-349267212,S3-135361400,S3-815855323,S3-76211394,S3-964521591,S3-544832710,S3-882225970,S3-430759882,S3-597938537
S1-598136304	S2-660485757,S2-50554244,S2-554490908,S2-765689508,S2-752024804,S2-36439795,S2-260757931,S2-487434006,S2-483626311,S2-395949690,S2-12372825,S2-286441052,S2-806604723,S2-569183399,S2-679615873,S2-759289732,S2-900571670,S2-352385365,S2-373326432,S2-413305451,S3-96460902,S3-638893089,S3-406440482,S3-48057403,S3-779182689,S3-97700611,S3-71680335,S3-721553352,S3-301925490,S3-74948246,S3-823980960,S3-200634722,S3-908309454,S3-232385421,S3-859705682,S3-798779735,S3-464690569,S3-145663884,S3-920576020,S3-481613503
S1-789788578	S2-983395500,S2-349243375,S2-76088354,S2-892390670,S2-406284100,S2-622193531,S2-937254730,S2-881725903,S2-566774690,S2-454880270,S2-255884645,S2-399756854,S2-914343016,S2-158785873,S2-222595407,S2-261586788,S2-639164140,S2-606172491,S2-608360396,S2-852743893,S3-441979406,S3-814687988,S3-187890909,S3-243816994,S3-77198747,S3-123259237,S3-485680,S3-291744526,S3-302791278,S3-839855697,S3-868363289,S3-535183597,S3-551795170,S3-458136704,S3-756881242,S3-991828294,S3-247867297,S3-990858726,S3-4681575,S3-308698332
S1-346777444	S2-299685676,S2-270064724,S2-736774837,S2-489145488,S2-502764308,S2-973878511,S2-226530519,S2-43284984,S2-361994974,S2-368149184,S2-679602234,S2-230765756,S2-256106360,S2-260549188,S2-941573909,S2-884801565,S2-820201372,S2-76339443,S2-966199289,S2-149832549,S3-689672159,S3-175398984,S3-225312696,S3-933064596,S3-644533135,S3-967823328,S3-715603814,S3-260771856,S3-203031823,S3-594278290,S3-840008618,S3-556923190,S3-108386988,S3-467282506,S3-98152350,S3-598150023,S3-513642511,S3-878055476,S3-815702154,S3-674447275
S1-544222533	S2-760467372,S2-932502376,S2-687975083,S2-923689213,S2-90282614,S2-707029363,S2-900220600,S2-158763449,S2-531652915,S2-638309978,S2-229478482,S2-109811495,S2-668226695,S2-456659291,S2-287402090,S2-636196033,S2-932188608,S2-94270377,S2-136729707,S2-144056913,S3-145729614,S3-302516864,S3-866580997,S3-238568846,S3-32387908,S3-702192442,S3-58465858,S3-254957014,S3-175443554,S3-422242645,S3-505728960,S3-406335797,S3-51144931,S3-545762589,S3-132722092,S3-233201952,S3-189475939,S3-333773609,S3-674234124,S3-979864882
S1-493959729	S2-644329787,S2-906143380,S2-8824189,S2-675442712,S2-236077202,S2-111044839,S2-449462416,S2-821080353,S2-613559472,S2-335112761,S2-793804124,S2-355352021,S2-197392164,S2-266499977,S2-855804524,S2-196104502,S2-474288011,S2-619090572,S2-816205149,S2-904962932,S3-453404850,S3-364837058,S3-816369919,S3-157732099,S3-173401907,S3-538272697,S3-877937171,S3-838377508,S3-913001162,S3-611570936,S3-174253794,S3-169137999,S3-645169822,S3-565817913,S3-103887834,S3-537026154,S3-954710809,S3-465377720,S3-973665746,S3-377331585
S1-430462466	S2-780364055,S2-113385809,S2-994716597,S2-285674395,S2-385509508,S2-719118364,S2-7277083,S2-91134916,S2-107735460,S2-553311255,S2-260519330,S2-412749886,S2-748632697,S2-960043156,S2-66354294,S2-634003633,S2-839049799,S2-755022034,S2-547190813,S2-164515021,S3-130230106,S3-437312591,S3-825049552,S3-896915594,S3-687728280,S3-432194882,S3-307683433,S3-481434145,S3-408625464,S3-267681691,S3-748919063,S3-991519299,S3-179866140,S3-316011971,S3-826567922,S3-177540340,S3-313263470,S3-773528691,S3-283352117,S3-6841808
S1-792204527	S2-51043321,S2-37965766,S2-242342539,S2-335529928,S2-254951209,S2-27807701,S2-600149107,S2-277418860,S2-89973803,S2-505434731,S2-758155746,S2-754864661,S2-747372828,S2-723366124,S2-849850500,S2-932820832,S2-700233887,S2-328536686,S2-871144252,S2-202929334,S3-145729614,S3-674234124,S3-555804508,S3-238568846,S3-32387908,S3-175443554,S3-51144931,S3-866580997,S3-302516864,S3-132722092,S3-30589892,S3-233201952,S3-515502912,S3-702192442,S3-535242912,S3-939386786,S3-397954251,S3-925358080,S3-597439500,S3-282774756
S1-788563249	S2-980731603,S2-381495092,S2-523951310,S2-751270171,S2-525170022,S2-733293933,S2-491724444,S2-611386531,S2-851905646,S2-672741465,S2-569891847,S2-135413086,S2-665327497,S2-52880044,S2-876513920,S2-514162097,S2-318568249,S2-792642549,S2-907641246,S2-577026269,S3-838341478,S3-672963678,S3-785513925,S3-27337700,S3-605361955,S3-54861720,S3-193010580,S3-542824123,S3-990960935,S3-200210443,S3-221559300,S3-94506052,S3-751801930,S3-852429782,S3-192295368,S3-176642513,S3-697772093,S3-964748160,S3-743857866,S3-482609684
S1-198662647	S2-538358423,S2-928598328,S2-453009705,S2-91021671,S2-292148648,S2-471805227,S2-305533645,S2-538214016,S2-164049727,S2-391266764,S2-746347448,S2-45670477,S2-34249659,S2-718360391,S2-794070233,S2-97396949,S2-752005934,S2-333048025,S2-641231429,S2-82257662,S3-171332589,S3-93034073,S3-179845689,S3-394517929,S3-334771935,S3-703086048,S3-537084161,S3-923214881,S3-321628791,S3-241307377,S3-840497128,S3-647823698,S3-3747953,S3-97536863,S3-195511370,S3-718425010,S3-838114556,S3-654741812,S3-252127910,S3-180500346
S1-431137009	S2-367990883,S2-348374318,S2-167912956,S2-618328454,S2-610816900,S2-462511993,S2-499505081,S2-881633366,S2-138095008,S2-618447186,S2-393275002,S2-872219218,S2-245565015,S2-136567547,S2-408268142,S2-520360596,S2-273451063,S2-717016218,S2-973969568,S2-578178657,S3-476181317,S3-616452215,S3-572143343,S3-609821464,S3-97552308,S3-745976816,S3-650147871,S3-339702922,S3-908954983,S3-39736750,S3-414247434,S3-5828623,S3-188832428,S3-739877530,S3-980536247,S3-394026389,S3-814353427,S3-135035048,S3-284530402,S3-630352424
S1-22335277	S2-945016814,S2-516550255,S2-256018084,S2-345710349,S2-458619110,S2-541694475,S2-392006198,S2-63117139,S2-491611666,S2-937149003,S2-564299216,S2-935972906,S2-280992982,S2-627424347,S2-348078914,S2-172191509,S2-883803299,S2-205426379,S2-567628050,S2-974380204,S3-6668760,S3-541662810,S3-649108033,S3-626034570,S3-204525602,S3-785276284,S3-560949908,S3-874139431,S3-365536082,S3-370218068,S3-487077399,S3-552991581,S3-81618303,S3-97069934,S3-303206745,S3-992257597,S3-515235573,S3-618112666,S3-427558134,S3-658784347
S1-291584542	S2-147170539,S2-379254028,S2-630817745,S2-460764523,S2-86707779,S2-596939056,S2-805062970,S2-652356461,S2-911312911,S2-360948016,S2-649878930,S2-364790832,S2-854532458,S2-701358605,S2-450649420,S2-878161099,S2-785901867,S2-320918000,S2-383761972,S2-40174045,S3-407513451,S3-926549661,S3-918214418,S3-344640715,S3-129196886,S3-147559602,S3-109368624,S3-733757981,S3-844267169,S3-593500151,S3-687630090,S3-954470998,S3-738031594,S3-809548655,S3-618543776,S3-890063254,S3-696693948,S3-485833828,S3-898320672,S3-655897654
S1-556611862	S2-57924583,S2-857118247,S2-429881862,S2-840334195,S2-297592809,S2-936127737,S2-258202129,S2-448230173,S2-798329856,S2-917447346,S2-390595254,S2-921609287,S2-209234816,S2-174243806,S2-587132126,S2-905529500,S2-679483668,S2-772913944,S2-159965391,S2-332560311,S3-757968292,S3-793228979,S3-356280827,S3-431440783,S3-759826403,S3-419972694,S3-874187953,S3-670774415,S3-28894650,S3-315695755,S3-21325041,S3-433802709,S3-458191614,S3-66509385,S3-561605703,S3-401350368,S3-514384277,S3-146459465,S3-686680469,S3-985411584
S1-32767080	S2-13634060,S2-195159530,S2-991960572,S2-848179436,S2-710856755,S2-3944482,S2-227417756,S2-299811060,S2-809193134,S2-344937070,S2-66415976,S2-621938573,S2-39872285,S2-434184051,S2-499169323,S2-136898206,S2-691886736,S2-404590687,S2-898682730,S2-225489540,S3-107996711,S3-907062186,S3-869805384,S3-590493604,S3-194882242,S3-476087637,S3-599120803,S3-430759882,S3-162527213,S3-290183479,S3-164725205,S3-734694785,S3-263574637,S3-92206399,S3-239955875,S3-923395604,S3-828823521,S3-135361400,S3-25220460,S3-310222598
S1-242691036	S2-18102685,S2-951216796,S2-854896903,S2-81209869,S2-600423097,S2-954061901,S2-953831807,S2-738421107,S2-94145774,S2-315210913,S2-460964742,S2-196214454,S2-236730713,S2-667315469,S2-622039170,S2-845508407,S2-647228577,S2-382376722,S2-97942412,S2-634068583,S3-227880822,S3-224313775,S3-211765941,S3-373673251,S3-349161692,S3-345910037,S3-291821016,S3-599594730,S3-806387153,S3-53453062,S3-714502270,S3-848425722,S3-721866462,S3-588568401,S3-789388934,S3-738094196,S3-424712681,S3-235504520,S3-75504376,S3-796504321
S1-770890247	S2-886011199,S2-531652915,S2-332055244,S2-21431839,S2-166191366,S2-4159012,S2-636196033,S2-407329686,S2-90282614,S2-900220600,S2-355736542,S2-687975083,S2-202929334,S2-158763449,S2-18432284,S2-456659291,S2-505353387,S2-136729707,S2-638309978,S2-225590309,S3-702192442,S3-145729614,S3-132722092,S3-238568846,S3-302516864,S3-866580997,S3-422242645,S3-32387908,S3-265316806,S3-502119649,S3-715186323,S3-907022311,S3-996976621,S3-58465858,S3-233201952,S3-693924147,S3-189475939,S3-406335797,S3-799128595,S3-757794202
S1-276402071	S2-136975542,S2-711729529,S2-112638667,S2-736753207,S2-18872906,S2-920587005,S2-284319955,S2-839529,S2-107820820,S2-36620953,S2-458484476,S2-29400256,S2-27829849,S2-134956331,S2-425262307,S2-566025912,S2-816073404,S2-833756033,S2-402075700,S2-631028107,S3-674263520,S3-551625275,S3-514529646,S3-166117047,S3-22005218,S3-601999764,S3-730405898,S3-459247065,S3-695241825,S3-506554147,S3-665926990,S3-687471713,S3-138392196,S3-77766630,S3-377422755,S3-885448084,S3-602532064,S3-808432949,S3-733595456,S3-429235190
S1-936869465	S2-231536988,S2-415803058,S2-401975713,S2-879979286,S2-391897182,S2-898340782,S2-99769575,S2-756566131,S2-497315327,S2-75251061,S2-591553125,S2-437247311,S2-293890675,S2-132721834,S2-268265302,S2-743735511,S2-251415267,S2-587983538,S2-294874898,S2-98036361,S3-208551170,S3-578356224,S3-161800995,S3-136619053,S3-165685432,S3-588718313,S3-748405286,S3-606217734,S3-453025706,S3-622637884,S3-697660906,S3-265048125,S3-546845454,S3-470172449,S3-141278392,S3-777030599,S3-167188465,S3-754276993,S3-318303263,S3-201947195
S1-201994316	S2-734286984,S2-63633772,S2-757903279,S2-90400523,S2-840144902,S2-596905453,S2-420867802,S2-689436643,S2-84605393,S2-323071794,S2-645330149,S2-878600920,S2-337354956,S2-461812372,S2-153993953,S2-721023618,S2-338306388,S2-292256470,S2-250936280,S2-878965273,S3-113279201,S3-721761087,S3-189889195,S3-104763969,S3-604691447,S3-387727807,S3-117232718,S3-942910587,S3-509187392,S3-441030787,S3-968239933,S3-678081167,S3-462722911,S3-963348933,S3-974379737,S3-550971959,S3-171662170,S3-775583321,S3-960255017,S3-563962142
S1-905520099	S2-691552163,S2-904059743,S2-273287294,S2-305113800,S2-227065501,S2-606465195,S2-948784403,S2-560391334,S2-866927978,S2-966411188,S2-524287727,S2-934266624,S2-457902892,S2-440586145,S2-286462931,S2-335591348,S2-957053671,S2-763081437,S2-350690640,S2-73252734,S3-138021435,S3-552779916,S3-235447011,S3-710373711,S3-302700508,S3-392936042,S3-746039513,S3-984929729,S3-239028995,S3-752539799,S3-348058065,S3-414579070,S3-576663685,S3-849821847,S3-576814111,S3-654106334,S3-495929002,S3-559259806,S3-458555257,S3-841102088
S1-766655509	S2-164411436,S2-934653449,S2-978193459,S2-143289999,S2-240947445,S2-532991167,S2-284462419,S2-646078621,S2-671119196,S2-453755879,S2-631088052,S2-809801944,S2-532378232,S2-996605554,S2-643544924,S2-591655986,S2-475221902,S2-985314510,S2-685060844,S2-926593422,S3-263830720,S3-714453823,S3-822054535,S3-607093203,S3-732122684,S3-580034444,S3-462723300,S3-707120342,S3-614540693,S3-242482810,S3-271028931,S3-772934100,S3-114352248,S3-604231850,S3-157952784,S3-378335881,S3-806117796,S3-514277129,S3-236618048,S3-759841571
S1-415414688	S2-615475508,S2-903683999,S2-739722805,S2-883785499,S2-182273804,S2-163196023,S2-102842762,S2-685544492,S2-921872992,S2-148067549,S2-26274111,S2-476040629,S2-717813805,S2-732763156,S2-199377315,S2-276862140,S2-855458656,S2-478752933,S2-190855058,S2-492299063,S3-438182899,S3-782897205,S3-1520109,S3-422638742,S3-780233651,S3-179843955,S3-756138914,S3-930377575,S3-459794976,S3-143162876,S3-716585949,S3-867678166,S3-950645498,S3-858213816,S3-421973999,S3-558652409,S3-896678668,S3-37782127,S3-528291616,S3-659228456
S1-133928599	S2-697209928,S2-363789730,S2-659080943,S2-776085512,S2-783355018,S2-544508980,S2-923061026,S2-695151021,S2-955629599,S2-341780681,S2-562809857,S2-652589950,S2-377665768,S2-520446197,S2-793581762,S2-954293089,S2-210128326,S2-612503689,S2-783581893,S2-331301868,S3-978037795,S3-170859479,S3-939236499,S3-443545911,S3-789445280,S3-874391910,S3-903922839,S3-554700151,S3-197081371,S3-804922519,S3-130647528,S3-545595141,S3-494271652,S3-246213234,S3-26486125,S3-831127676,S3-331682865,S3-898629514,S3-735492773,S3-947392982
S1-871112769	S2-822681145,S2-106119694,S2-229349696,S2-744092910,S2-471300498,S2-409007322,S2-243346746,S2-964135117,S2-642379815,S2-220935682,S2-554171228,S2-883108268,S2-429270930,S2-117641198,S2-857226482,S2-188368209,S2-226172365,S2-288571937,S2-186323318,S2-720019531,S3-769885102,S3-238163431,S3-376418561,S3-41869002,S3-98345542,S3-573901923,S3-513911171,S3-936193479,S3-203608044,S3-739591793,S3-739983457,S3-110007737,S3-215233969,S3-519075859,S3-710714509,S3-720361798,S3-409513890,S3-844493194,S3-203298068,S3-274269512
S1-948985690	S2-731641227,S2-461406715,S2-280847874,S2-80539676,S2-300775290,S2-233987232,S2-323877183,S2-530120378,S2-753936822,S2-318490708,S2-437773595,S2-77078041,S2-546154473,S2-315210913,S2-146178681,S2-71354976,S2-684996368,S2-408142091,S2-94272493,S2-669250441,S3-13935745,S3-129765991,S3-99765624,S3-931493078,S3-851673454,S3-170536660,S3-420153400,S3-574132228,S3-72552831,S3-36823905,S3-24111291,S3-986310751,S3-750401690,S3-40862603,S3-734802208,S3-602488655,S3-821065275,S3-498835035,S3-438853019,S3-438411936
